"id_invoice","tanggal","id_customer","nama","id_distributor","id_cabang","cabang_sales","id_group","group","id_barang","nama_barang","brand_id","kode_lini","lini","kemasan","jumlah_barang","harga","mata_uang"
IN6093,"2029-05-22",CUST55674,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,13,5648,IDR
IN6094,"2002-05-22",CUST55710,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,67,1170,IDR
IN6095,"2027-01-22",CUST55478,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,5,5781,IDR
IN6096,"2019-02-22",CUST55561,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,25,2338,IDR
IN6097,"2030-04-22",CUST55718,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,100,5781,IDR
IN6098,"2029-03-22",CUST55599,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,19,6940,IDR
IN6099,"2030-01-22",CUST55457,KLINIK GM,EPM,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,5,3992,IDR
IN6100,"2001-06-22",CUST55677,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,9,3992,IDR
IN6101,"2030-04-22",CUST55723,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,20,8701,IDR
IN6102,"2031-01-22",CUST55392,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,11,10691,IDR
IN6103,"2027-01-22",CUST55496,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,15,4592,IDR
IN6104,"2030-01-22",CUST55433,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,45,8701,IDR
IN6105,"2002-05-22",CUST55700,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,21,1170,IDR
IN6106,"2030-04-22",CUST55713,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,4,8701,IDR
IN6107,"2030-01-22",CUST55511,KLINIK SAHABAT,EPM,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,24,2338,IDR
IN6108,"2030-01-22",CUST55409,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,21,6940,IDR
IN6109,"2016-06-22",CUST55702,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,12,10691,IDR
IN6110,"2006-03-22",CUST55576,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,9,4592,IDR
IN6111,"2026-05-22",CUST55657,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,12,3992,IDR
IN6112,"2003-05-22",CUST55726,APOTEK MAJA,TA,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,34,4592,IDR
IN6113,"2027-01-22",CUST55400,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,12,1170,IDR
IN6114,"2027-02-22",CUST55569,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,98,6940,IDR
IN6115,"2003-05-22",CUST55716,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,10,4592,IDR
IN6116,"2028-01-22",CUST55455,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,67,2819,IDR
IN6117,"2022-05-22",CUST55667,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,5,3992,IDR
IN6118,"2027-01-22",CUST55502,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,19,10691,IDR
IN6119,"2028-01-22",CUST55449,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,14,6940,IDR
IN6120,"2001-02-22",CUST55465,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,14,2819,IDR
IN6121,"2021-05-22",CUST55666,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,98,4592,IDR
IN6122,"2030-01-22",CUST55445,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,21,2819,IDR
IN6123,"2016-06-22",CUST55697,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,12,3992,IDR
IN6124,"2027-01-22",CUST55442,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,95,10691,IDR
IN6125,"2023-01-22",CUST55402,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,14,10691,IDR
IN6126,"2023-04-22",CUST55624,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,45,5648,IDR
IN6127,"2024-04-22",CUST55625,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,34,2819,IDR
IN6128,"2001-02-22",CUST55537,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,79,3992,IDR
IN6129,"2014-02-22",CUST55556,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,8,4592,IDR
IN6130,"2031-01-22",CUST55518,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,5,5781,IDR
IN6131,"2027-01-22",CUST55418,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,10,5781,IDR
IN6132,"2030-04-22",CUST55708,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,12,5781,IDR
IN6133,"2001-02-22",CUST55429,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,78,6940,IDR
IN6134,"2001-02-22",CUST55441,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338,IDR
IN6135,"2008-02-22",CUST55550,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,12,1170,IDR
IN6136,"2027-01-22",CUST55526,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,78,4592,IDR
IN6137,"2003-03-22",CUST55573,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,9,8701,IDR
IN6138,"2018-04-22",CUST55661,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,10,2338,IDR
IN6139,"2022-04-22",CUST55623,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,78,8701,IDR
IN6140,"2025-03-22",CUST55595,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,25,2819,IDR
IN6141,"2028-01-22",CUST55401,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,25,2338,IDR
IN6142,"2001-05-22",CUST55724,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,45,5648,IDR
IN6143,"2002-05-22",CUST55705,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,24,2819,IDR
IN6144,"2022-01-22",CUST55383,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,13,8701,IDR
IN6145,"2020-04-22",CUST55642,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,25,10691,IDR
IN6146,"2027-01-22",CUST55412,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,25,10691,IDR
IN6147,"2013-02-22",CUST55555,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,4,2819,IDR
IN6148,"2031-01-22",CUST55476,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,9,4592,IDR
IN6149,"2020-03-22",CUST55590,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,14,1170,IDR
IN6150,"2020-05-22",CUST55651,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,5,2338,IDR
IN6151,"2002-05-22",CUST55720,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,78,1170,IDR
IN6152,"2031-01-22",CUST55512,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,10,10691,IDR
IN6153,"2027-03-22",CUST55597,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,18,3992,IDR
IN6154,"2019-04-22",CUST55641,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338,IDR
IN6155,"2021-01-22",CUST55382,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,9,10691,IDR
IN6156,"2007-04-22",CUST55608,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,24,5781,IDR
IN6157,"2012-04-22",CUST55613,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,67,8701,IDR
IN6158,"2001-05-22",CUST55699,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,14,6940,IDR
IN6159,"2013-06-22",CUST55689,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,67,6940,IDR
IN6160,"2027-05-22",CUST55672,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,5,10691,IDR
IN6161,"2027-01-22",CUST55466,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,24,4592,IDR
IN6162,"2028-01-22",CUST55503,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,12,8701,IDR
IN6163,"2030-01-22",CUST55421,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,5,2338,IDR
IN6164,"2008-03-22",CUST55578,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,1,5781,IDR
IN6165,"2016-06-22",CUST55722,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,34,10691,IDR
IN6166,"2030-05-22",CUST55675,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,1,2819,IDR
IN6167,"2028-01-22",CUST55491,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338,IDR
IN6168,"2013-05-22",CUST55644,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,24,5648,IDR
IN6169,"2020-05-22",CUST55665,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,67,2819,IDR
IN6170,"2030-01-22",CUST55505,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,14,2819,IDR
IN6171,"2003-02-22",CUST55545,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,25,2819,IDR
IN6172,"2028-01-22",CUST55497,APOTEK SINAR JAYA,EPM,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,12,3992,IDR
IN6173,"2027-01-22",CUST55406,KLINIK SAHABAT,EPM,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,12,4592,IDR
IN6174,"2017-04-22",CUST55618,APOTEK SAHABAT,TA,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,9,5781,IDR
IN6175,"2031-01-22",CUST55404,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,18,5648,IDR
IN6176,"2030-01-22",CUST55403,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,18,8701,IDR
IN6177,"2015-03-22",CUST55585,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,17,2819,IDR
IN6178,"2002-05-22",CUST55695,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,18,2819,IDR
IN6179,"2024-05-22",CUST55669,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,8,6940,IDR
IN6180,"2013-04-22",CUST55614,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,98,5648,IDR
IN6181,"2007-02-22",CUST55549,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,130,6940,IDR
IN6182,"2007-03-22",CUST55577,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,13,3992,IDR
IN6183,"2023-01-22",CUST55498,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,25,5781,IDR
IN6184,"2028-01-22",CUST55395,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,25,2819,IDR
IN6185,"2001-02-22",CUST55483,APOTEK SAHABAT,TA,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,9,8701,IDR
IN6186,"2031-01-22",CUST55500,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,18,1170,IDR
IN6187,"2005-04-22",CUST55606,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,25,4592,IDR
IN6188,"2027-01-22",CUST55454,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,10,5648,IDR
IN6189,"2004-03-22",CUST55574,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,1,5648,IDR
IN6190,"2023-01-22",CUST55390,APOTEK MERDEKA,TD,CAB10,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,2,1170,IDR
IN6191,"2031-01-22",CUST55422,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,4,10691,IDR
IN6192,"2014-05-22",CUST55645,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,10,2819,IDR
IN6193,"2018-03-22",CUST55588,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,12,5781,IDR
IN6194,"2018-04-22",CUST55658,APOTEK MAJA,TA,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,25,5781,IDR
IN6195,"2031-01-22",CUST55398,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,67,5781,IDR
IN6196,"2031-01-22",CUST55530,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,45,1170,IDR
IN6197,"2029-04-22",CUST55630,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,34,1170,IDR
IN6198,"2004-06-22",CUST55680,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,4,1170,IDR
IN6199,"2028-01-22",CUST55509,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,25,6940,IDR
IN6200,"2028-01-22",CUST55473,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,5,8701,IDR
IN6201,"2023-05-22",CUST55668,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,4,5781,IDR
IN6202,"2023-01-22",CUST55528,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,34,5781,IDR
IN6203,"2031-01-22",CUST55524,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,100,5648,IDR
IN6204,"2016-06-22",CUST55727,KLINIK GM,EPM,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,34,3992,IDR
IN6205,"2027-01-22",CUST55520,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,8,1170,IDR
IN6206,"2012-03-22",CUST55582,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,23,10691,IDR
IN6207,"2004-04-22",CUST55605,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,12,2819,IDR
IN6208,"2030-01-22",CUST55475,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,8,2819,IDR
IN6209,"2016-03-22",CUST55586,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,11,4592,IDR
IN6210,"2023-01-22",CUST55486,APOTEK MAJA,TA,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,4,4592,IDR
