"id_invoice","tanggal","id_customer","nama","id_distributor","id_cabang","cabang_sales","id_group","group","id_barang","nama_barang","brand_id","kode_lini","lini","kemasan","jumlah_barang","harga","mata_uang"
IN6211,"2001-02-22",CUST55501,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,18,2338,IDR
IN6212,"2005-06-22",CUST55681,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,2,2338,IDR
IN6213,"2003-05-22",CUST55701,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,22,2338,IDR
IN6214,"2028-01-22",CUST55461,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,21,2338,IDR
IN6215,"2023-01-22",CUST55510,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,14,1170,IDR
IN6216,"2023-01-22",CUST55456,APOTEK MAJA,TA,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,98,4592,IDR
IN6217,"2023-01-22",CUST55438,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,5,5781,IDR
IN6218,"2017-04-22",CUST55639,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,21,6940,IDR
IN6219,"2027-01-22",CUST55436,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,34,4592,IDR
IN6220,"2023-01-22",CUST55444,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,48,5648,IDR
IN6221,"2023-01-22",CUST55504,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,25,5648,IDR
IN6222,"2002-06-22",CUST55678,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,1,5781,IDR
IN6223,"2002-05-22",CUST55633,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,6,8701,IDR
IN6224,"2017-02-22",CUST55559,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,22,6940,IDR
IN6225,"2030-04-22",CUST55631,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,44,2338,IDR
IN6226,"2031-01-22",CUST55416,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,23,4592,IDR
IN6227,"2010-04-22",CUST55611,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338,IDR
IN6228,"2027-01-22",CUST55508,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,12,5781,IDR
IN6229,"2005-03-22",CUST55575,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,5,2819,IDR
IN6230,"2028-01-22",CUST55413,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,14,8701,IDR
IN6231,"2021-02-22",CUST55563,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,24,8701,IDR
IN6232,"2008-04-22",CUST55609,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,10,6940,IDR
IN6233,"2023-01-22",CUST55450,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,24,1170,IDR
IN6234,"2010-02-22",CUST55552,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,67,10691,IDR
IN6235,"2030-01-22",CUST55451,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,10,2338,IDR
IN6236,"2008-06-22",CUST55684,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,12,5648,IDR
IN6237,"2018-04-22",CUST55619,KLINIK DR. ANDRI,EPM,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,10,6940,IDR
IN6238,"2027-01-22",CUST55460,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,9,1170,IDR
IN6239,"2002-03-22",CUST55572,APOTEK SINAR JAYA,EPM,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,8,10691,IDR
IN6240,"2030-01-22",CUST55541,KLINIK SAHABAT,EPM,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,48,2338,IDR
IN6241,"2031-01-22",CUST55440,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,79,1170,IDR
IN6242,"2023-01-22",CUST55534,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,44,5648,IDR
IN6243,"2001-02-22",CUST55525,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,67,2819,IDR
IN6244,"2031-01-22",CUST55542,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,21,10691,IDR
IN6245,"2030-01-22",CUST55397,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,34,3992,IDR
IN6246,"2028-01-22",CUST55533,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,34,8701,IDR
IN6247,"2028-01-22",CUST55425,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,10,2819,IDR
IN6248,"2030-01-22",CUST55427,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,100,3992,IDR
IN6249,"2030-04-22",CUST55703,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,25,8701,IDR
IN6250,"2017-03-22",CUST55587,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,12,3992,IDR
IN6251,"2023-01-22",CUST55387,APOTEK TAPAK,TD,CAB07,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,1,3992,IDR
IN6252,"2018-05-22",CUST55649,KLINIK DR. ANDRI,EPM,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,67,6940,IDR
IN6253,"2028-01-22",CUST55431,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,34,2338,IDR
IN6254,"2002-02-22",CUST55544,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,12,5648,IDR
IN6255,"2031-01-22",CUST55446,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,22,4592,IDR
IN6256,"2030-01-22",CUST55463,APOTEK MAJA,TA,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,12,8701,IDR
IN6257,"2014-04-22",CUST55615,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,5,2819,IDR
IN6258,"2027-01-22",CUST55484,KLINIK DR. ANDRI,EPM,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,1,5648,IDR
IN6259,"2001-02-22",CUST55405,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,19,2819,IDR
IN6260,"2022-02-22",CUST55564,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,10,5648,IDR
IN6261,"2005-02-22",CUST55547,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,24,3992,IDR
IN6262,"2028-01-22",CUST55419,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,67,6940,IDR
IN6263,"2031-01-22",CUST55452,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,130,10691,IDR
IN6264,"2014-06-22",CUST55690,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,15,1170,IDR
IN6265,"2030-04-22",CUST55698,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,25,5781,IDR
IN6266,"2001-02-22",CUST55531,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,34,2338,IDR
IN6267,"2001-02-22",CUST55459,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,8,6940,IDR
IN6268,"2016-06-22",CUST55692,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,25,10691,IDR
IN6269,"2001-02-22",CUST55453,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,12,8701,IDR
IN6270,"2003-05-22",CUST55696,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,19,4592,IDR
IN6271,"2003-04-22",CUST55604,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,22,5648,IDR
IN6272,"2019-05-22",CUST55650,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,98,1170,IDR
IN6273,"2003-05-22",CUST55634,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,79,5648,IDR
IN6274,"2001-02-22",CUST55423,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,8,8701,IDR
IN6275,"2026-02-22",CUST55568,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,67,5781,IDR
IN6276,"2030-01-22",CUST55481,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,1,2338,IDR
IN6277,"2028-04-22",CUST55629,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,34,6940,IDR
IN6278,"2030-01-22",CUST55499,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,14,6940,IDR
IN6279,"2030-01-22",CUST55529,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,20,6940,IDR
IN6280,"2023-01-22",CUST55384,KLINIK SAHABAT,TD,CAB04,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,1,5648,IDR
IN6281,"2030-01-22",CUST55415,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,10,2819,IDR
IN6282,"2028-05-22",CUST55673,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,9,8701,IDR
IN6283,"2019-05-22",CUST55664,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,10,5648,IDR
IN6284,"2023-01-22",CUST55540,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,76,1170,IDR
IN6285,"2015-05-22",CUST55646,KLINIK SAHABAT,EPM,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,130,4592,IDR
IN6286,"2023-01-22",CUST55468,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,120,5781,IDR
IN6287,"2030-01-22",CUST55391,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,17,2338,IDR
IN6288,"2006-06-22",CUST55682,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,17,10691,IDR
IN6289,"2023-01-22",CUST55492,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,25,10691,IDR
IN6290,"2022-03-22",CUST55592,KLINIK GM,EPM,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,67,10691,IDR
IN6291,"2001-02-22",CUST55489,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,11,6940,IDR
IN6292,"2028-01-22",CUST55467,APOTEK SINAR JAYA,EPM,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,10,3992,IDR
IN6293,"2001-02-22",CUST55519,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,4,6940,IDR
IN6294,"2003-05-22",CUST55711,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,98,2338,IDR
IN6295,"2022-05-22",CUST55653,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,8,8701,IDR
IN6296,"2009-06-22",CUST55685,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,12,2819,IDR
IN6297,"2020-01-22",CUST55381,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,5,2338,IDR
IN6298,"2021-05-22",CUST55652,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,4,10691,IDR
IN6299,"2027-01-22",CUST55514,KLINIK DR. ANDRI,EPM,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,12,5648,IDR
IN6300,"2001-02-22",CUST55507,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,22,3992,IDR
IN6301,"2001-02-22",CUST55393,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,12,8701,IDR
IN6302,"2023-02-22",CUST55565,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,120,2819,IDR
IN6303,"2028-01-22",CUST55539,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,95,6940,IDR
IN6304,"2030-04-22",CUST55728,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,44,5781,IDR
IN6305,"2030-01-22",CUST55493,APOTEK MAJA,TA,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,14,8701,IDR
IN6306,"2027-01-22",CUST55430,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,45,1170,IDR
IN6307,"2023-01-22",CUST55396,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,14,4592,IDR
IN6308,"2023-01-22",CUST55516,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,67,4592,IDR
IN6309,"2026-04-22",CUST55627,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,45,3992,IDR
IN6310,"2030-04-22",CUST55693,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,14,8701,IDR
IN6311,"2023-01-22",CUST55426,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,7,4592,IDR
IN6312,"2002-05-22",CUST55725,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,34,2819,IDR
IN6313,"2020-04-22",CUST55660,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,24,1170,IDR
IN6314,"2028-01-22",CUST55527,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,45,3992,IDR
IN6315,"2021-04-22",CUST55643,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,14,8701,IDR
IN6316,"2019-04-22",CUST55662,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,120,10691,IDR
IN6317,"2023-01-22",CUST55522,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,10,10691,IDR
IN6318,"2023-01-22",CUST55462,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,22,10691,IDR
IN6319,"2011-02-22",CUST55553,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,98,8701,IDR
IN6320,"2001-02-22",CUST55495,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,67,2819,IDR
IN6321,"2031-01-22",CUST55410,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,22,1170,IDR
IN6322,"2031-01-22",CUST55488,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,17,5781,IDR
IN6323,"2030-01-22",CUST55439,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,6,6940,IDR
IN6324,"2010-06-22",CUST55686,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,25,4592,IDR
IN6325,"2028-01-22",CUST55521,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,9,2338,IDR
IN6326,"2031-01-22",CUST55458,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,4,5781,IDR
IN6327,"2027-01-22",CUST55448,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,25,5781,IDR
